OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITTYPE,UNITTYPE_DESC,ASSET_NAME,ASSET_ID,SUBAREA,MATERIAL,NAT_TOP_WATER_LEVEL,WATERBODY_TYPE,EASTING,NORTHING,SUB_CATCHMENT_NBR,DATE_OF_HANDOVER,MANAGEMENT_AGREEMENT,RAMSAR_CLASS,CONSERVATION_STATUS,DATE_OF_CONSTRUCTION,ASSET_OWNER,EPMS_SEC_NO,ASCONST_PLAN_NO,METHOD_OF_CAPTURE,SOURCE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS
1120182,209466,10060497,DST154,SEDTRP,SEDIMENT TRAP,MILE CREEK SEDIMENT POND,1011,1000,EARTH,,CONST,338662.517,5798415.983,1011,,,,,1951/02/07 00:00:00+00,MW,1011/06,1011/06/001,ORTHOPHOTO,AS CONSTRUCTED,2004/04/02 00:00:00+00,2021/05/24 11:12:41+00,IN,,,
1120183,211028,10082372,DWL187B,WETLND,WETLAND,MORDIALLOC CREEK WETLAND,1120,1100,EARTH,1.00,CONST,335377.142,5791222.386,1120,,,,,2001/06/26 00:00:00+00,MW,1120/01,1120/01/001,DIGITAL DATA,AS CONSTRUCTED,2004/09/21 00:00:00+00,2021/05/24 11:12:43+00,IN,,,
1120184,209112,10088103,DST115,SEDTRP,SEDIMENT TRAP,HIDDEN GROVE SEDIMENT POND,1106,1100,EARTH,7.8,CONST,338274.374,5791972.057,1114,,Y,,,2004/06/07 00:00:00+00,MW,1106/01,1106/01/001,DIGITAL DATA,AS CONSTRUCTED,2006/05/17 00:00:00+00,2021/05/24 11:12:45+00,IN,,,
1120185,211030,10082374,DWL187D,WETLND,WETLAND,MORDIALLOC CREEK WETLAND,1120,1100,EARTH,1.00,CONST,335662.692,5790506.986,1120,,,,MWC asset,2001/06/26 00:00:00+00,MW,1120/01,1120/01/001,DIGITAL DATA,AS CONSTRUCTED,2004/09/21 00:00:00+00,2021/05/24 11:12:48+00,IN,,,
1120186,211029,10082373,DWL187C,WETLND,WETLAND,MORDIALLOC CREEK WETLAND,1120,1100,EARTH,1.00,CONST,335452.704,5790897.914,1120,,,,,2001/06/26 00:00:00+00,MW,1120/01,1120/01/001,DIGITAL DATA,AS CONSTRUCTED,2004/09/21 00:00:00+00,2021/05/24 11:12:50+00,IN,,,
1120187,211031,10082375,DWL187E,WETLND,WETLAND,MORDIALLOC CREEK WETLAND,1120,1100,EARTH,1.00,CONST,335439.663,5790726.356,1120,,,,,2001/06/26 00:00:00+00,MW,1120/01,1120/01/001,DIGITAL DATA,AS CONSTRUCTED,2004/09/21 00:00:00+00,2021/05/24 11:12:52+00,IN,,,
1120188,211032,10082376,DWL187F,WETLND,WETLAND,MORDIALLOC CREEK WETLAND,1120,1100,EARTH,1.0,CONST,335856.184,5790589.289,1120,,,,,2001/06/26 00:00:00+00,MW,1120/01,1120/01/001,DIGITAL DATA,AS CONSTRUCTED,2004/09/21 00:00:00+00,2021/05/24 11:12:54+00,IN,,,
1120189,210983,10081876,DWL254A,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,11.5,CONST,337822.762,5793280.438,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:12:56+00,IN,,,
1120190,210984,10081877,DWL254B,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,11.50,CONST,337821.526,5793173.455,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:12:58+00,IN,,,
1120191,210977,10081878,DWL254C,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,11.00,CONST,337805.539,5793061.451,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:12:59+00,IN,,,
1120192,210978,10081879,DWL254D,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,10.25,CONST,337785.663,5792906.390,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:13:01+00,IN,,,
1120193,210979,10081880,DWL254E,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,9.500,CONST,337755.083,5792732.148,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:13:03+00,IN,,,
1120194,206938,10054540,DUL032B,LAKE,LAKE,LIVERPOOL ROAD RB LAKE,0403,0400,EARTH,,,351732.199,5810002.974,0415,,,,,,MW,0415/60,0415/60/001,ORTHOPHOTO,DESIGN,2004/02/12 00:00:00+00,2017/08/10 13:33:22+00,IN,,,
1120195,210898,10054121,DWL045,WETLND,WETLAND,HALLAM VALLEY RB WETLAND,0621,0600,EARTH,,CONST,345629.68,5790841.732,0621,,,,,2004/03/09 00:00:00+00,MW,0621/04,0621/04/001,DIGITISED,DESIGN,,2017/08/10 13:36:08+00,IN,,,
1120196,210883,10054147,DWL086,WETLND,WETLAND,PATULLOS LANE WETLAND,4478,4420,EARTH,174.1,CONST,318053.511,5834362.796,4478,,Y,,,2000/07/24 00:00:00+00,MW,4478/04,4478/04/001,DESIGN,DESIGN,2002/03/27 00:00:00+00,2017/08/10 13:36:10+00,IN,,,
1120197,210980,10081881,DWL254F,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,9.00,CONST,337729.859,5792587.620,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:13:05+00,IN,,,
1120198,210981,10081882,DWL254G,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,8.50,CONST,337685.457,5792469.163,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:13:07+00,IN,,,
1120199,211251,10143334,DWL406,WETLND,WETLAND,YARRAMAN CREEK WETLAND,1001,1000,,42.22,CONST,340967,5797339,1001,,,,,2009/06/29 00:00:00+00,MW,1001/15,1001/15/001,DIGITAL DATA,AS CONSTRUCTED,2010/06/10 00:00:00+00,2021/05/24 11:13:09+00,IN,,,
1120200,211330,10082927,DWL254J,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,8.10,CONST,337684.770,5792262.898,1114,,,,,2005/08/31 00:00:00+00,MW,1114/17,1114/17/001,DIGITAL DATA,AS CONSTRUCTED,2005/12/13 00:00:00+00,2021/05/24 11:13:11+00,IN,,,
1120201,210982,10081883,DWL254H,WETLND,WETLAND,HAILEYBURY DS WETLAND,1114,1100,EARTH,8.10,CONST,337709.219,5792331.337,1114,,,,,2005/06/02 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:13:12+00,IN,,,
1120202,211000,10064694,DWL111,WETLND,WETLAND,PAKENHAM WEST WETLAND,1507,1500,,,CONST,364471.985,5784932.693,1507,,Y,,,2003/09/11 00:00:00+00,MW,1507/06,1507/06/001,DIGITAL,AS CONSTRUCTED,2004/12/10 00:00:00+00,2021/05/24 11:13:14+00,IN,,,
1120203,209186,10130491,DST347,SEDTRP,SEDIMENT TRAP,KOOWEERUP RD SEDIMENT TRAP,1601,1600,EARTH,13.500,CONST,367436.72,5782136.13,1605,,,,,2007/08/07 00:00:00+00,MW,1601/14,1601/14/001,DIGITAL DATA,AS CONSTRUCTED,2007/09/19 00:00:00+00,2021/05/24 11:13:16+00,IN,,,
1120204,211331,10083334,DWL263,WETLND,WETLAND,BRYN MAWR WETLAND CELL 2,1316,1300,EARTH,46.00,CONST,355996.849,5787628.696,1316,,,,,2005/09/20 00:00:00+00,MW,1316/06,1316/06/001,DIGITAL DATA,AS CONSTRUCTED,2005/12/20 00:00:00+00,2021/05/24 11:13:20+00,IN,,,
1120205,210919,10055969,DWL115B,WETLND,WETLAND,HIDDEN GROVE R/B WETLAND,1106,1100,,,CONST,338318.306,5791868.14,1114,,Y,,,2004/06/03 00:00:00+00,MW,1106/01,1106/01/001,DIGITAL DATA,AS CONSTRUCTED,2006/05/17 00:00:00+00,2021/05/24 11:13:22+00,IN,,,
1120206,211359,10083888,DWL266,WETLND,WETLAND,BRYN MAWR WETLAND,1316,1300,EARTH,46.1,CONST,356221.938,5787880.061,1316,,Y,,,2005/10/06 00:00:00+00,MW,1316/02,1316/02/001,DIGITAL DATA,AS CONSTRUCTED,2006/03/16 00:00:00+00,2021/05/24 11:13:23+00,IN,,,
1120207,209235,10081812,DST254A,SEDTRP,SEDIMENT TRAP,HAILEYBURY DS SEDIMENT POND,1114,1100,EARTH,11.700,CONST,337854.607,5793340.023,1114,,,,,2005/06/07 00:00:00+00,MW,1114/17,1114/17/001,DIGITISED,AS CONSTRUCTED,2005/10/17 00:00:00+00,2021/05/24 11:13:27+00,IN,,,
1120208,208637,10267551,DUL567C,POND,WATERWAY POND,GUM SCRUB CK (LWR) POND 2,1402,1400,,25.70,CONST,360935.70,5784986.65,1402,2016/02/27 00:00:00+00,Y,,,2013/07/01 00:00:00+00,MW,1402/05,1402/05/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/26 10:57:53+00,2021/05/24 11:13:36+00,IN,2021/05/05 00:00:00+00,,
1120209,210972,10057938,DWL062,WETLND,WETLAND,LAVERTON M.D. WETLAND,4080,4080,EARTH,,CONST,304230.026,5807509.163,4080,,,,,1997/04/04 00:00:00+00,MW,4080/14,4080/14/001,DIGITISED,DESIGN,2004/03/09 00:00:00+00,2017/08/10 13:23:23+00,IN,,,
1120210,209301,10057239,DST144,SEDTRP,SEDIMENT TRAP,DINGLY DRAIN SEDIMENT POND,1117,1100,EARTH,,CONST,336064.718,5793657.67,1117,,,,,1993/03/07 00:00:00+00,MW,1117/03,1117/03/001,DESIGN,DESIGN,2003/11/21 00:00:00+00,2020/06/11 15:46:31+00,IN,,,
1120211,308672,0,DUL713A,POND,WATERWAY POND,DWARF GALAXIAS HABITAT POND SITE 37,0209,0200,,,CONST,344759,5797604,0209,,,,,,MW,0209/11,0209/11/009,ORTHOPHOTOS,GRAPHICS,2020/01/14 10:27:27+00,2020/06/17 11:33:56+00,IN,,,SITE 37. BUILT BETWEEN 1974 & 1996.
1120212,208638,10267552,DUL567D,POND,WATERWAY POND,GUM SCRUB CK (LWR) POND 3,1402,1400,,26.67,CONST,361000.19,5785110.38,1402,2016/02/27 00:00:00+00,Y,,,2013/07/01 00:00:00+00,MW,1402/05,1402/05/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/26 10:57:56+00,2021/05/24 11:13:38+00,IN,2021/05/05 00:00:00+00,,
1120213,208639,10267554,DUL567E,POND,WATERWAY POND,GUM SCRUB CK (LWR) POND 4,1402,1400,,26.67,CONST,361053.27,5785163.80,1402,2016/02/27 00:00:00+00,Y,,,2013/07/01 00:00:00+00,MW,1402/05,1402/05/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/26 10:57:58+00,2021/05/24 11:13:42+00,IN,2021/05/05 00:00:00+00,,
1120214,208641,10267557,DUL567G,POND,WATERWAY POND,GUM SCRUB CK (LWR) POND 6,1402,1400,,28.30,CONST,361221.03,5785304.54,1402,2016/02/27 00:00:00+00,Y,,,2013/07/01 00:00:00+00,MW,1402/05,1402/05/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/26 10:58:01+00,2021/05/24 11:13:45+00,IN,2021/05/05 00:00:00+00,,
1120215,208642,10267558,DUL567H,POND,WATERWAY POND,GUM SCRUB CK (LWR) POND 7,1402,1400,,30.99,CONST,361379.07,5785426.39,1402,2016/02/27 00:00:00+00,Y,,,2013/07/01 00:00:00+00,MW,1402/05,1402/05/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/26 10:58:02+00,2021/05/24 11:13:47+00,IN,2021/05/05 00:00:00+00,,
1120216,208635,10267549,DUL567A,POND,WATERWAY POND,GUM SCRUB CK (LWR) POND 1,1402,1400,,24.65,CONST,360942.99,5784838.12,1402,2016/02/27 00:00:00+00,Y,,,2013/07/01 00:00:00+00,MW,1402/05,1402/05/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/26 10:58:03+00,2021/05/24 11:13:49+00,IN,2021/05/05 00:00:00+00,,
1120217,211341,10267539,DWL567,WETLND,WETLAND,GUM SCRUB CK (LWR) WETLAND 1,1402,1400,,24.20,CONST,361016.12,5784674.68,1402,2016/02/27 00:00:00+00,Y,,,2013/07/01 00:00:00+00,MW,1402/05,1402/05/001,DIGITAL DATA,AS CONSTRUCTED,2013/08/26 10:58:10+00,2021/05/24 11:13:53+00,IN,2021/05/05 00:00:00+00,,
1120218,206868,10088164,DUL304,LAKE,LAKE,KINGSWOOD GOLF COURSE RB LAKE,1111,1100,,22.50,CONST,335521.574,5795649.215,1111,,,,,1990/01/01 00:00:00+00,MW,1111/08,1111/08/001,DIGITISED,AS CONSTRUCTED,2002/12/18 00:00:00+00,2021/05/24 11:13:58+00,IN,,,
1120219,211374,10089875,DWL267C,WETLND,WETLAND,SEAFORD LOWLANDS WETLAND,1220,1200,EARTH,,NAT,337000.43,5782072.937,1220,,,,MWC asset,,MW,1220/02,1220/02/001,DIGITISED,AS CONSTRUCTED,2006/08/03 00:00:00+00,2021/05/24 11:14:00+00,IN,,,
1120220,211376,10089877,DWL267E,WETLND,WETLAND,SEAFORD LOWLANDS WETLAND,1220,1200,EARTH,,NAT,336792.676,5781309.163,1215,,,,,,MW,1220/02,1220/02/001,DIGITISED,AS CONSTRUCTED,2006/08/03 00:00:00+00,2021/05/24 11:14:03+00,IN,,,
1120221,211377,10089878,DWL267F,WETLND,WETLAND,SEAFORD LOWLANDS WETLAND,1220,1200,EARTH,,NAT,336518.32,5781049.825,1220,,,,,,MW,1220/02,1220/02/001,DIGITISED,AS CONSTRUCTED,2006/08/03 00:00:00+00,2021/05/24 11:14:05+00,IN,,,
1120222,211378,10089879,DWL267G,WETLND,WETLAND,SEAFORD LOWLANDS WETLAND,1220,1200,EARTH,,NAT,336673.573,5781171.451,1220,,,,,,MW,1220/02,1220/02/001,DIGITISED,AS CONSTRUCTED,2006/08/03 00:00:00+00,2021/05/24 11:14:07+00,IN,,,
1120223,211379,10089880,DWL267B,WETLND,WETLAND,SEAFORD LOWLANDS WETLAND,1220,1200,EARTH,,NAT,336722.44,5782130.87,1220,,,,MWC asset,,MW,1220/02,1220/02/001,DIGITISED,AS CONSTRUCTED,2006/08/03 00:00:00+00,2021/05/24 11:14:10+00,IN,,,
1120224,211068,10006775,DWL267A,WETLND,WETLAND,SEAFORD LOWLANDS WETLAND,1220,1200,EARTH,0.65,NAT,337043.791,5782721.31,1215,,,,MWC asset,,MW,1220/02,1220/02/001,DIGITISED,AS CONSTRUCTED,2006/08/03 00:00:00+00,2021/05/24 11:14:12+00,IN,,,
1120225,211375,10089876,DWL267D,WETLND,WETLAND,SEAFORD LOWLANDS WETLAND,1220,1200,EARTH,,NAT,336590.059,5781376.789,1215,,,,MWC asset,,MW,1220/02,1220/02/001,DIGITISED,AS CONSTRUCTED,2006/08/03 00:00:00+00,2021/05/24 11:14:14+00,IN,,,
1120226,211021,10082365,DWL091B,WETLND,WETLAND,BONVIEW WETLAND,4773,4700,EARTH,53.50,CONST,335692.391,5817497.731,4773,,,,,1998/01/01 00:00:00+00,MW,4773/05,4773/05/001,DIGITISED,DESIGN,2004/03/04 00:00:00+00,2017/08/10 13:05:59+00,IN,,,
1120227,211022,10082366,DWL091C,WETLND,WETLAND,BONVIEW WETLAND,4773,4700,EARTH,53.60,CONST,335647.276,5817459.001,4773,,,,,1998/01/01 00:00:00+00,MW,4773/05,4773/05/001,DIGITISED,DESIGN,2004/03/04 00:00:00+00,2017/08/10 13:05:52+00,IN,,,
1120228,210884,10054148,DWL091A,WETLND,WETLAND,BONVIEW WETLAND,4773,4700,EARTH,53.00,CONST,335730.88,5817535.39,4773,,,,,1998/01/01 00:00:00+00,MW,4773/05,4773/05/001,DIGITISED,DESIGN,2004/03/04 00:00:00+00,2017/08/10 13:05:48+00,IN,,,
1120229,209267,10056812,DST141A,SEDTRP,SEDIMENT TRAP,TROUPS CREEK SEDIMENT POND,0606,0600,RKETH,,CONST,349754.993,5792670.599,0606,,,,,2002/01/07 00:00:00+00,MW,0606/41,0606/41/001,,GRAPHICS,2003/10/28 00:00:00+00,2020/06/11 15:46:59+00,IN,,,
1120230,1025016,0,DST733,SEDTRP,SEDIMENT TRAP,NORTHERN BOUNDARY DRAIN SEDIMENT POND,3016,3000,,,CONST,377674,5781684,3016,,,,,2005/03/15 00:00:00+00,MW,3016/01,3016/01/003,ORTHOPHOTOS,GRAPHICS,2020/08/25 14:53:28+00,2020/08/25 15:12:35+00,IN,,,
1120231,1024651,0,DST725,SEDTRP,SEDIMENT TRAP,OFFICER SOUTH DRAIN - ARCADIA SEDIMENT POND 1,1304,1300,,26.75,CONST,360359,5785222,1304,,Y,,,2019/12/01 00:00:00+00,PVT,1304/12,1304/12/003,DIGITAL DATA,AS CONSTRUCTED,2020/06/23 11:08:47+00,2021/05/24 11:14:16+00,WIP,,,
1120232,293424,0,DUL635C,POND,WATERWAY POND,KILORA PARK POND,1310,1300,,,CONST,356723.57,5784111.53,1310,,,,,2016/04/01 00:00:00+00,PVT,1310/10,1310/10/002,DIGITAL DATA,AS CONSTRUCTED,2016/08/04 13:06:28+00,2021/05/24 11:14:19+00,WIP,,,
1120233,293425,0,DUL635D,POND,WATERWAY POND,KILORA PARK POND,1310,1300,,,CONST,356733.74,5784193.71,1310,,,,,2016/04/01 00:00:00+00,PVT,1310/10,1310/10/002,DIGITAL DATA,AS CONSTRUCTED,2016/08/04 13:06:32+00,2021/05/24 11:14:21+00,WIP,,,
1120234,293426,0,DUL635A,POND,WATERWAY POND,KILORA PARK POND,1310,1300,,,CONST,356696.98,5784011.10,1310,,,,,2016/04/01 00:00:00+00,PVT,1310/10,1310/10/002,DIGITAL DATA,AS CONSTRUCTED,2016/08/04 13:06:35+00,2021/05/24 11:14:23+00,WIP,,,
1120235,293427,0,DUL635B,POND,WATERWAY POND,KILORA PARK POND,1310,1300,,,CONST,356698.25,5784038.17,1310,,,,,2016/04/01 00:00:00+00,PVT,1310/10,1310/10/002,DIGITAL DATA,AS CONSTRUCTED,2016/08/04 13:06:39+00,2021/05/24 11:14:25+00,WIP,,,
1120236,293428,0,DUL636,POND,WATERWAY POND,SOMERFIELD ESTATE RB STILLING BASIN,1106,1100,,4.63,CONST,338810,5791147,1106,,,,,2016/07/01 00:00:00+00,MW,1106/07,1106/07/002,DIGITAL DATA,AS CONSTRUCTED,2016/08/08 13:21:11+00,2021/05/24 11:14:28+00,IN,,,
1120237,210890,10054154,DWL105,WETLND,WETLAND,BANYAN WETLAND,1232,1250,EARTH,,NAT,338810.368,5783183.504,1232,,,,,,MW,,,DIGITISED,AS CONSTRUCTED,2004/03/10 00:00:00+00,2021/05/24 11:14:30+00,IN,,,SEE SURVEY DVA_S1940 & SES_680_01
1120238,302999,0,DST726B,SEDTRP,SEDIMENT TRAP,KENNETH RD WETLAND SEDIMENT POND,1401,1400,,38.32,CONST,362779,5787050,1401,,,,,2020/04/01 00:00:00+00,PVT,1401/02,1401/02/002,DIGITAL DATA,AS CONSTRUCTED,2020/07/22 14:03:12+00,2021/05/24 11:14:32+00,WIP,,,
1120239,1020388,0,DWL676B,WETLND,WETLAND,ACACIA BOTANIC RIDGE WETLAND,2361,2300,,37.90,CONST,350331,5776635,2361,,,,,2018/03/01 00:00:00+00,PVT,2361/01,2361/01/002,DIGITAL DATA,AS CONSTRUCTED,2018/07/05 11:35:34+00,2021/05/24 11:27:29+00,WIP,,,
1120240,1020387,0,DWL676A,WETLND,WETLAND,ACACIA BOTANIC RIDGE WETLAND,2361,2300,,37.90,CONST,350316,5776532,2361,,,,,2018/03/01 00:00:00+00,PVT,2361/01,2361/01/002,DIGITAL DATA,AS CONSTRUCTED,2018/07/05 11:35:30+00,2021/05/24 11:27:31+00,WIP,,,
1120241,1020386,0,DST676,SEDTRP,SEDIMENT TRAP,ACACIA BOTANIC RIDGE SEDIMENT POND,2361,2300,,38.03,CONST,350285,5776636,2361,,,,,2018/03/01 00:00:00+00,PVT,2361/01,2361/01/002,DIGITAL DATA,AS CONSTRUCTED,2018/07/05 11:35:38+00,2021/05/24 11:27:33+00,WIP,,,
1120242,211248,10132038,DWL356,WETLND,WETLAND,KOOWEERUP STH DRAIN WETLAND,2986,2900,,3.200,CONST,368110.61,5770438.46,2986,,Y,,,2007/10/30 00:00:00+00,MW,2986/01,2986/01/001,DIGITAL DATA,AS CONSTRUCTED,2007/12/20 00:00:00+00,2021/05/24 11:27:36+00,IN,,,
1120243,211226,10163115,DWL466D,WETLND,WETLAND,GUM SCRUB CK EAST WETLAND,2640,2600,,106.070,CONST,401069.552,5779300.724,2640,,Y,,,2010/03/26 00:00:00+00,MW,2640/02,2640/02/001,DIGITAL DATA,AS CONSTRUCTED,2010/07/19 00:00:00+00,2021/05/24 11:27:37+00,IN,,,
1120244,211271,10157688,DWL466A,WETLND,WETLAND,GUM SCRUB CK EAST WETLAND,2640,2600,,105.310,CONST,401240.901,5779348.517,2640,,Y,,,2010/03/26 00:00:00+00,MW,2640/02,2640/02/001,DIGITAL DATA,AS CONSTRUCTED,2010/07/19 00:00:00+00,2021/05/24 11:27:39+00,IN,,,
1120245,211224,10163113,DWL466B,WETLND,WETLAND,GUM SCRUB CK EAST WETLAND,2640,2600,,105.570,CONST,401200.180,5779308.505,2640,,Y,,,2010/03/26 00:00:00+00,MW,2640/02,2640/02/001,DIGITAL DATA,AS CONSTRUCTED,2010/07/19 00:00:00+00,2021/05/24 11:27:41+00,IN,,,
1120246,211225,10163114,DWL466C,WETLND,WETLAND,GUM SCRUB CK EAST WETLAND,2640,2600,,105.570,CONST,401132.684,5779320.440,2640,,Y,,,2010/03/26 00:00:00+00,MW,2640/02,2640/02/001,DIGITAL DATA,AS CONSTRUCTED,2010/07/19 00:00:00+00,2021/05/24 11:27:43+00,IN,,,
1120247,211112,10261687,DWL378D,WETLND,WETLAND,CLYDE CK R/B WETLAND EXTENSION,2371,2300,,28.90,CONST,353067.52,5781644.91,2371,2014/04/09 00:00:00+00,Y,,,2013/02/01 00:00:00+00,MW,2371/10,2371/10/001,DIGITAL DATA,AS CONSTRUCTED,2013/04/04 14:54:14+00,2021/05/24 11:27:45+00,IN,,,
1120248,211283,10138051,DWL378A,SEDTRP,SEDIMENT TRAP,CLYDE CK R/B SEDIMENT POND,2371,2300,,28.900,CONST,352994.919,5781497.164,2371,,,,,2008/05/01 00:00:00+00,MW,2371/08,2371/08/001,LIDAR DTM,AS CONSTRUCTED,2008/10/15 00:00:00+00,2021/05/24 11:27:47+00,IN,,,CAPTURED FROM LIDAR DTM USING A/C NTWL
1120249,209320,10060486,DST030,SEDTRP,SEDIMENT TRAP,TIRHATUAN SEDIMENT POND,0320,0300,EARTH,,CONST,344026.656,5799312.556,0320,,,,,,MW,,,ORTHOPHOTO,AS CONSTRUCTED,2004/03/30 00:00:00+00,2021/05/24 09:44:05+00,IN,,,
1120250,210948,10060439,DWL046B,WETLND,WETLAND,HAMPTON PARK EAST WETLAND,0605,0600,EARTH,22.20,CONST,349149.460,5788701.164,0605,,,,,2006/02/01 00:00:00+00,MW,0605/52,0605/52/001,DIGITAL DATA,AS CONSTRUCTED,2006/05/02 00:00:00+00,2021/05/24 09:44:07+00,IN,,,
1120251,211300,10138053,DWL378C,WETLND,WETLAND,CLYDE CK R/B WETLAND,2371,2300,,28.90,CONST,353459.588,5781508.336,2371,,,,,2008/05/01 00:00:00+00,MW,2371/08,2371/08/001,LIDAR DTM,AS CONSTRUCTED,2008/10/15 00:00:00+00,2021/05/24 11:27:48+00,IN,,,CAPTURED FROM LIDAR DTM USING A/C NTWL
1120252,211284,10138052,DWL378B,WETLND,WETLAND,CLYDE CK R/B WETLAND,2371,2300,,28.900,CONST,353215.473,5781482.029,2371,,,,,2008/05/01 00:00:00+00,MW,2371/08,2371/08/001,LIDAR DTM,AS CONSTRUCTED,2008/10/15 00:00:00+00,2021/05/24 11:27:50+00,IN,,,CAPTURED FROM LIDAR DTM USING A/C NTWL
1120253,211113,10261688,DWL378E,WETLND,WETLAND,CLYDE CK R/B WETLAND EXTENSION,2371,2300,,28.90,CONST,353340.27,5781584.46,2371,2014/04/09 00:00:00+00,Y,,,2013/02/01 00:00:00+00,MW,2371/10,2371/10/001,DIGITAL DATA,AS CONSTRUCTED,2013/04/04 14:54:15+00,2021/05/24 11:27:52+00,IN,,,
1120254,316599,0,DST758,SEDTRP,SEDIMENT TRAP,LILIUM WETLAND SEDIMENT POND,2371,2300,,13.71,CONST,356035,5778791,2371,,,,,2021/01/01 00:00:00+00,PVT,2371/92,2371/92/022,DIGITAL DATA,AS CONSTRUCTED,2021/04/15 13:57:10+00,2021/05/24 11:27:54+00,WIP,,,
1120255,316598,0,DWL758,WETLND,WETLAND,LILIUM WETLAND,2371,2300,,13.58,CONST,356018,5778693,2371,,,,,2021/01/01 00:00:00+00,PVT,2371/92,2371/92/022,DIGITAL DATA,AS CONSTRUCTED,2021/04/15 13:57:06+00,2021/05/24 11:27:56+00,WIP,,,
1120256,1021125,0,DWL682,WETLND,WETLAND,CLYDEVALE WETLAND,2371,2300,,25.98,CONST,354217,5781173,2371,,,,,2018/07/01 00:00:00+00,PVT,2371/74,2371/74/002,DIGITAL DATA,AS CONSTRUCTED,2018/11/12 13:26:49+00,2021/05/24 11:27:58+00,WIP,,,
1120257,317249,0,DST763,SEDTRP,SEDIMENT TRAP,TGA NURSERY SEDIMENT POND,2328,2300,,32.01,CONST,341216,5768572,2320,,,,,2020/09/01 00:00:00+00,PVT,2320/05,2320/05/031,DIGITAL DATA,AS CONSTRUCTED,2021/05/19 15:02:27+00,2021/05/24 11:28:00+00,WIP,,,
1120258,317248,0,DWL763,WETLND,WETLAND,TGA NURSERY WETLAND,2328,2300,,31.47,CONST,341250,5768633,2320,,,,,2020/09/01 00:00:00+00,PVT,2320/05,2320/05/031,DIGITAL DATA,AS CONSTRUCTED,2021/05/19 15:02:23+00,2021/05/24 11:28:01+00,WIP,,,
1120259,317247,0,DUL763,POND,WATERWAY POND,TGA NURSERY REUSE POND,2328,2300,,30.64,CONST,341204,5768683,2320,,,,,2020/09/01 00:00:00+00,PVT,2320/05,2320/05/031,DIGITAL DATA,AS CONSTRUCTED,2021/05/19 15:02:18+00,2021/05/24 11:28:03+00,WIP,,,REUSE POND
1120260,300134,0,DWL683,WETLND,WETLAND,RAMLEGH SPRINGS WETLAND,2371,2300,,21.00,CONST,354651,5779675,2371,,,,,2018/05/01 00:00:00+00,PVT,2371/78,2371/78/016,DIGITAL DATA,AS CONSTRUCTED,2018/11/20 11:07:15+00,2021/05/24 11:28:05+00,WIP,,,
1120261,299905,0,DWL692,WETLND,WETLAND,DELERAY WETLAND,2371,2300,,23.96,CONST,354741,5780607,2371,,,,,2019/01/01 00:00:00+00,PVT,2371/77,2371/77/001,DIGITAL DATA,AS CONSTRUCTED,2019/06/21 11:30:56+00,2021/05/24 11:28:07+00,WIP,,,
